Handle,Title,Product Description,SKU,Collection,Shipping Measurements,Specifications,Information,Recommendation,Care,Technical information,Measures,Form,Unit per box,Color,Material,Business type,Country of origin,Chipping resistance,Shock resistance,Porosity,Reinforced edges,Dishwasher,Microwave,Conventional oven
pe-icd-10-porcionador-no.10-3-3/4-oz-mango-beige,PORCIONADOR NO.10 3 3/4 OZ MANGO BEIGE,Perpetual. Porcionador de Acero Inoxidable Mango Plástico Beige No. 10 3 3/4 oz,PE-ICD-10,EQUIPO DE COCINA,28x19.5x24.5,,"Porcionador de Acero Inoxidable de Perpetual, se caracteriza por sus materiales resistentes y su excelente resultado en la batalla de la operación diaria. Esta línea perpetual ofrece una amplia gama de productos pensados especialemnte para la industria gastronómica, cumpliendo las normas mundiales de calidad (NSF)","Porcionador de Acero Inoxidable.
Uso Profesional.
Diseños prácticos y universales que se adaptan a cualquier negocio.","Fácil de limpiar y se puede usar lavavajillas, a mano utilizar jabón líquido para evitar rayaduras.",TRUE,3 3/4 oz,Redondo,4,Acero / Beige,Acero Inoxidable,"Restaurante, Hotel, Cafetería, Repostería",N/A,N/A,Si,N/A,Si,Si,N/A,N/A
pe-icd-20-porcioandor-no.20-2-oz-mango-amarillo,PORCIOANDOR NO.20 2 OZ MANGO AMARILLO,Perpetual. Porcionador de Acero Inoxidable Mango Plástico Amarillo No. 20 2 oz,PE-ICD-20,EQUIPO DE COCINA,28x19.5x24.5,,"Porcionador de Acero Inoxidable de Perpetual, se caracteriza por sus materiales resistentes y su excelente resultado en la batalla de la operación diaria. Esta línea perpetual ofrece una amplia gama de productos pensados especialemnte para la industria gastronómica, cumpliendo las normas mundiales de calidad (NSF)","Porcionador de Acero Inoxidable.
Uso Profesional.
Diseños prácticos y universales que se adaptan a cualquier negocio.","Fácil de limpiar y se puede usar lavavajillas, a mano utilizar jabón líquido para evitar rayaduras.",TRUE,2 oz,Redondo,4,Acero / Amarillo,Acero Inoxidable,"Restaurante, Hotel, Cafetería, Repostería",N/A,N/A,Si,N/A,Si,Si,N/A,N/A
pe-jsa-3yl-exprimidor-para-limones-aluminio-color-amarillo,EXPRIMIDOR PARA LIMONES ALUMINIO COLOR AMARILLO,Perpetual. Exprimidor para Limones de Aluminio Color Amarillo,PE-JSA-3YL,EQUIPO DE COCINA,28x19.5x24.5,,"Exprimidor de Limones de Aluminio de Perpetual, se caracteriza por sus materiales resistentes y su excelente resultado en la batalla de la operación diaria. Esta línea perpetual ofrece una amplia gama de productos pensados especialemnte para la industria gastronómica, cumpliendo las normas mundiales de calidad (NSF)","Exprimidor de Limones de Aluminio
Uso Profesional.
Diseños prácticos y universales que se adaptan a cualquier negocio.","Fácil de limpiar y se puede usar lavavajillas, a mano utilizar jabón líquido para evitar rayaduras.",TRUE,,Irregular,3,Amarillo,Aluminio,"Restaurante, Hotel",N/A,N/A,Si,N/A,Si,Si,N/A,N/A
pe-nfp2040-sarten-c/teflón-20-cm-acero-inoxidable,SARTEN C/TEFLÓN 20 CM ACERO INOXIDABLE,Perpetual. Sartén con Teflón de Acero Inoxidable 20 cm,PE-NFP2040,EQUIPO DE COCINA,44x29x13,,"Los sartenes con teflón de acero inoxidable de Perpetual proporcionan una distribución rápida y uniforme del calor para cocinar los alimentos con una mínima cantidad de grasa. Los mangos son soldados en una sola pieza de acero inoxidable hueco, hermético, impermeable y permanecen más frescos al tacto. El acero inoxidable es extremadamente duradero y resistente con una apariencia atractiva.","El labio de los sartenes con teflón es resistente.
Disco difusor en el fondo, ideal para inducción.
Calibre de 8 mm en el cuerpo del producto.
Calibre de 4 mm de base gruesa de aluminio.
Apto para todo tipo de fuego (eléctrica, gas, inducción)
Resiste choques térmicos.
Uso profesional.",Apto para lavavajillas o lavado a mano con jabón líquido.,TRUE,20 cm,Redondo,6,Acero,Acero Inoxidable,"Restaurante, Hotel",N/A,N/A,Si,N/A,Si,Si,N/A,N/A
pe-nfp2850-sarten-c/teflón-28-cm-acero-inoxidable,SARTEN C/TEFLÓN 28 CM ACERO INOXIDABLE,Perpetual. Sartén con Teflón de Acero Inoxidable 28 cm,PE-NFP2850,EQUIPO DE COCINA,60x38x13,,"Los sartenes con teflón de acero inoxidable de Perpetual proporcionan una distribución rápida y uniforme del calor para cocinar los alimentos con una mínima cantidad de grasa. Los mangos son soldados en una sola pieza de acero inoxidable hueco, hermético, impermeable y permanecen más frescos al tacto. El acero inoxidable es extremadamente duradero y resistente con una apariencia atractiva.","El labio de los sartenes con teflón es resistente.
Disco difusor en el fondo, ideal para inducción.
Calibre de 8 mm en el cuerpo del producto.
Calibre de 4 mm de base gruesa de aluminio.
Apto para todo tipo de fuego (eléctrica, gas, inducción)
Resiste choques térmicos.
Uso profesional.",Apto para lavavajillas o lavado a mano con jabón líquido.,TRUE,28 cm,Redondo,6,Acero,Acero Inoxidable,"Restaurante, Hotel",N/A,N/A,Si,N/A,Si,Si,N/A,N/A
pe-nst-2700bk-charola-oval-antiderrapante-56-x-69-cm-plastico-negro,CHAROLA OVAL ANTIDERRAPANTE 56 X 69 CM PLASTICO NEGRO,Perpetual. Charola Oval de Plástico Negro Antiderrapante 56x69 cm,PE-NST-2700BK,EQUIPO DE COCINA,69x7.5x57,,"Las charolas antiderrapantes Perpetual están fabricadas de plástico resistente que las hace ideales para el servicio. Son apilables. Permiten diferentes usos y ubicaciones: servicios de aperitivos en barra, pinchos, raciones y bocados a mesa, como bandeja de bocadillos.","Antiderrapantes.
Plástico Resistente.
Apilables.",Apto para lavavajillas o lavado a mano con jabón líquido.,TRUE,56x69 cm,Oval,6,Negro,Plástico,"Restaurante, Hotel, Cafetería, Bar",N/A,N/A,Si,No,Si,Si,N/A,N/A
pe-p1106-inserto-entero-6.5-cm-policarbonato-transparente,INSERTO ENTERO 6.5 CM POLICARBONATO TRANSPARENTE,Perpetual. Inserto Entero de Policarbonato Profundidad 6.5 cm,PE-P1106,EQUIPO DE COCINA,54x33x38,,"Los Insertos de Perpetual son de policarbonato altamente resistentes. Policarbonato para alta temperatura y para un montaje en barra más delicado. Esquinas reforzadas diseñadas especialmente para una fácil manipulación. El marco integral de este diseño desta la presentación de las comidas. Las tapas también son de policarbonato. Pueden usarse en mesas de Baño María o Microondas. No son aptas para usarlas en hornos, hornos combinados o de convección.","Alta Resistencia al impacto.
Máxima transparencia para una rápida identificación del alimento y su estado.
Óptimo comportamiento a muy bajas temperaturas soportando en altas incluso baño maría.","Permite el lavado en el lavavajillas. 
Gran estabilidad dimensional. 
Muy baja absorción de humedad.
Estabilidiad a agentes químicos, no colorea.",TRUE,6.5 cm,Rectangular,12,Transparente,Policarbonato,"Restaurante, Hotel, Cafetería, Bar",N/A,N/A,Si,N/A,Si,Si,Si,N/A
pe-p1110-inserto-entero-10-cm-policarbonato-transparente,INSERTO ENTERO 10 CM POLICARBONATO TRANSPARENTE,Perpetual. Inserto Entero de Policarbonato Profundidad 10 cm,PE-P1110,EQUIPO DE COCINA,66x53x29,,"Los Insertos de Perpetual son de policarbonato altamente resistentes. Policarbonato para alta temperatura y para un montaje en barra más delicado. Esquinas reforzadas diseñadas especialmente para una fácil manipulación. El marco integral de este diseño desta la presentación de las comidas. Las tapas también son de policarbonato. Pueden usarse en mesas de Baño María o Microondas. No son aptas para usarlas en hornos, hornos combinados o de convección.","Alta Resistencia al impacto.
Máxima transparencia para una rápida identificación del alimento y su estado.
Óptimo comportamiento a muy bajas temperaturas soportando en altas incluso baño maría.","Permite el lavado en el lavavajillas. 
Gran estabilidad dimensional. 
Muy baja absorción de humedad.
Estabilidiad a agentes químicos, no colorea.",TRUE,10 cm,Rectangular,12,Transparente,Policarbonato,"Restaurante, Hotel, Cafetería, Bar",N/A,N/A,Si,N/A,Si,Si,Si,N/A
pe-p1201-tapa-para-inserto-medio-policarbonato-transparente,TAPA PARA INSERTO MEDIO POLICARBONATO TRANSPARENTE,Perpetual. Tapa para Inserto Medio de Policarbonato,PE-P1201,EQUIPO DE COCINA,34x27x21,,"Los Insertos de Perpetual son de policarbonato altamente resistentes. Policarbonato para alta temperatura y para un montaje en barra más delicado. Esquinas reforzadas diseñadas especialmente para una fácil manipulación. El marco integral de este diseño desta la presentación de las comidas. Las tapas también son de policarbonato. Pueden usarse en mesas de Baño María o Microondas. No son aptas para usarlas en hornos, hornos combinados o de convección.","Alta Resistencia al impacto.
Máxima transparencia para una rápida identificación del alimento y su estado.
Óptimo comportamiento a muy bajas temperaturas soportando en altas incluso baño maría.","Permite el lavado en el lavavajillas. 
Gran estabilidad dimensional. 
Muy baja absorción de humedad.
Estabilidiad a agentes químicos, no colorea.",TRUE,GN 1/2,Rectangular,12,Transparente,Policarbonato,"Restaurante, Hotel, Cafetería, Bar",N/A,N/A,Si,N/A,Si,Si,Si,N/A
pe-p1206-inserto-medio-6.5-cm-policarbonato-transparente,INSERTO MEDIO 6.5 CM POLICARBONATO TRANSPARENTE,Perpetual. Inserto Medio de Policarbonato Profundidad 6.5 cm,PE-P1206,EQUIPO DE COCINA,55x35x22,,"Los Insertos de Perpetual son de policarbonato altamente resistentes. Policarbonato para alta temperatura y para un montaje en barra más delicado. Esquinas reforzadas diseñadas especialmente para una fácil manipulación. El marco integral de este diseño desta la presentación de las comidas. Las tapas también son de policarbonato. Pueden usarse en mesas de Baño María o Microondas. No son aptas para usarlas en hornos, hornos combinados o de convección.","Alta Resistencia al impacto.
Máxima transparencia para una rápida identificación del alimento y su estado.
Óptimo comportamiento a muy bajas temperaturas soportando en altas incluso baño maría.","Permite el lavado en el lavavajillas. 
Gran estabilidad dimensional. 
Muy baja absorción de humedad.
Estabilidiad a agentes químicos, no colorea.",TRUE,6.5 cm,Rectangular,12,Transparente,Policarbonato,"Restaurante, Hotel, Cafetería, Bar",N/A,N/A,Si,N/A,Si,Si,Si,N/A
pe-p1210-inserto-medio-10-cm-de-policarbonato-transparente,INSERTO MEDIO 10 CM DE POLICARBONATO TRANSPARENTE,Perpetual. Inserto Medio de Policarbonato Profundidad 10 cm,PE-P1210,EQUIPO DE COCINA,55x35x29,,"Los Insertos de Perpetual son de policarbonato altamente resistentes. Policarbonato para alta temperatura y para un montaje en barra más delicado. Esquinas reforzadas diseñadas especialmente para una fácil manipulación. El marco integral de este diseño desta la presentación de las comidas. Las tapas también son de policarbonato. Pueden usarse en mesas de Baño María o Microondas. No son aptas para usarlas en hornos, hornos combinados o de convección.","Alta Resistencia al impacto.
Máxima transparencia para una rápida identificación del alimento y su estado.
Óptimo comportamiento a muy bajas temperaturas soportando en altas incluso baño maría.","Permite el lavado en el lavavajillas. 
Gran estabilidad dimensional. 
Muy baja absorción de humedad.
Estabilidiad a agentes químicos, no colorea.",TRUE,10 cm,Rectangular,12,Transparente,Policarbonato,"Restaurante, Hotel, Cafetería, Bar",N/A,N/A,Si,N/A,Si,Si,Si,N/A
pe-p1215-inserto-medio-15-cm-policarbonatotransparente,INSERTO MEDIO 15 CM POLICARBONATOTRANSPARENTE,Perpetual. Inserto Medio de Policarbonato Profundidad 15 cm,PE-P1215,EQUIPO DE COCINA,54x33x38,,"Los Insertos de Perpetual son de policarbonato altamente resistentes. Policarbonato para alta temperatura y para un montaje en barra más delicado. Esquinas reforzadas diseñadas especialmente para una fácil manipulación. El marco integral de este diseño desta la presentación de las comidas. Las tapas también son de policarbonato. Pueden usarse en mesas de Baño María o Microondas. No son aptas para usarlas en hornos, hornos combinados o de convección.","Alta Resistencia al impacto.
Máxima transparencia para una rápida identificación del alimento y su estado.
Óptimo comportamiento a muy bajas temperaturas soportando en altas incluso baño maría.","Permite el lavado en el lavavajillas. 
Gran estabilidad dimensional. 
Muy baja absorción de humedad.
Estabilidiad a agentes químicos, no colorea.",TRUE,15 cm,Rectangular,12,Transparente,Policarbonato,"Restaurante, Hotel, Cafetería, Bar",N/A,N/A,Si,N/A,Si,Si,Si,N/A
pe-p1301-tapa-para-inserto-tercio-de-policarbonato-transparente,TAPA PARA INSERTO TERCIO DE POLICARBONATO TRANSPARENTE,Perpetual. Tapa para Inserto Tercio de Policarbonato,PE-P1301,EQUIPO DE COCINA,34x33x10,,"Los Insertos de Perpetual son de policarbonato altamente resistentes. Policarbonato para alta temperatura y para un montaje en barra más delicado. Esquinas reforzadas diseñadas especialmente para una fácil manipulación. El marco integral de este diseño desta la presentación de las comidas. Las tapas también son de policarbonato. Pueden usarse en mesas de Baño María o Microondas. No son aptas para usarlas en hornos, hornos combinados o de convección.","Alta Resistencia al impacto.
Máxima transparencia para una rápida identificación del alimento y su estado.
Óptimo comportamiento a muy bajas temperaturas soportando en altas incluso baño maría.","Permite el lavado en el lavavajillas. 
Gran estabilidad dimensional. 
Muy baja absorción de humedad.
Estabilidiad a agentes químicos, no colorea.",TRUE,GN 1/3,Rectangular,12,Transparente,Policarbonato,"Restaurante, Hotel, Cafetería, Bar",N/A,N/A,Si,N/A,Si,Si,Si,N/A
pe-p1306-inserto-tercio-6.5-cm-policarbonato-transparente,INSERTO TERCIO 6.5 CM POLICARBONATO TRANSPARENTE,Perpetual. Inserto Tercio de Policarbonato Profundidad 6.5 cm,PE-P1306,EQUIPO DE COCINA,37x34x15,,"Los Insertos de Perpetual son de policarbonato altamente resistentes. Policarbonato para alta temperatura y para un montaje en barra más delicado. Esquinas reforzadas diseñadas especialmente para una fácil manipulación. El marco integral de este diseño desta la presentación de las comidas. Las tapas también son de policarbonato. Pueden usarse en mesas de Baño María o Microondas. No son aptas para usarlas en hornos, hornos combinados o de convección.","Alta Resistencia al impacto.
Máxima transparencia para una rápida identificación del alimento y su estado.
Óptimo comportamiento a muy bajas temperaturas soportando en altas incluso baño maría.","Permite el lavado en el lavavajillas. 
Gran estabilidad dimensional. 
Muy baja absorción de humedad.
Estabilidiad a agentes químicos, no colorea.",TRUE,6.5 cm,Rectangular,12,Transparente,Policarbonato,"Restaurante, Hotel, Cafetería, Bar",N/A,N/A,Si,N/A,Si,Si,Si,N/A
pe-p1310-inserto-tercio-10-cm-policarbonato-transparente,INSERTO TERCIO 10 CM POLICARBONATO TRANSPARENTE,Perpetual. Inserto Tercio de Policarbonato Profundidad 10 cm,PE-P1310,EQUIPO DE COCINA,37x34x25,,"Los Insertos de Perpetual son de policarbonato altamente resistentes. Policarbonato para alta temperatura y para un montaje en barra más delicado. Esquinas reforzadas diseñadas especialmente para una fácil manipulación. El marco integral de este diseño desta la presentación de las comidas. Las tapas también son de policarbonato. Pueden usarse en mesas de Baño María o Microondas. No son aptas para usarlas en hornos, hornos combinados o de convección.","Alta Resistencia al impacto.
Máxima transparencia para una rápida identificación del alimento y su estado.
Óptimo comportamiento a muy bajas temperaturas soportando en altas incluso baño maría.","Permite el lavado en el lavavajillas. 
Gran estabilidad dimensional. 
Muy baja absorción de humedad.
Estabilidiad a agentes químicos, no colorea.",TRUE,10 cm,Rectangular,12,Transparente,Policarbonato,"Restaurante, Hotel, Cafetería, Bar",N/A,N/A,Si,N/A,Si,Si,Si,N/A
pe-p1315-inserto-tercio-15-cm-policarbonato-transparente,INSERTO TERCIO 15 CM POLICARBONATO TRANSPARENTE,Perpetual. Inserto Tercio de Policarbonato Profundidad 15 cm,PE-P1315,EQUIPO DE COCINA,54x34x25,,"Los Insertos de Perpetual son de policarbonato altamente resistentes. Policarbonato para alta temperatura y para un montaje en barra más delicado. Esquinas reforzadas diseñadas especialmente para una fácil manipulación. El marco integral de este diseño desta la presentación de las comidas. Las tapas también son de policarbonato. Pueden usarse en mesas de Baño María o Microondas. No son aptas para usarlas en hornos, hornos combinados o de convección.","Alta Resistencia al impacto.
Máxima transparencia para una rápida identificación del alimento y su estado.
Óptimo comportamiento a muy bajas temperaturas soportando en altas incluso baño maría.","Permite el lavado en el lavavajillas. 
Gran estabilidad dimensional. 
Muy baja absorción de humedad.
Estabilidiad a agentes químicos, no colorea.",TRUE,15 cm,Rectangular,12,Transparente,Policarbonato,"Restaurante, Hotel, Cafetería, Bar",N/A,N/A,Si,N/A,Si,Si,Si,N/A
pe-p1401-tapa-para-inserto-cuarto-policarbonato-transparente,TAPA PARA INSERTO CUARTO POLICARBONATO TRANSPARENTE,Perpetual. Tapa para Inserto Cuarto de Policarbonato,PE-P1401,EQUIPO DE COCINA,40x28x10,,"Los Insertos de Perpetual son de policarbonato altamente resistentes. Policarbonato para alta temperatura y para un montaje en barra más delicado. Esquinas reforzadas diseñadas especialmente para una fácil manipulación. El marco integral de este diseño desta la presentación de las comidas. Las tapas también son de policarbonato. Pueden usarse en mesas de Baño María o Microondas. No son aptas para usarlas en hornos, hornos combinados o de convección.","Alta Resistencia al impacto.
Máxima transparencia para una rápida identificación del alimento y su estado.
Óptimo comportamiento a muy bajas temperaturas soportando en altas incluso baño maría.","Permite el lavado en el lavavajillas. 
Gran estabilidad dimensional. 
Muy baja absorción de humedad.
Estabilidiad a agentes químicos, no colorea.",TRUE,GN 1/4,Rectangular,12,Transparente,Policarbonato,"Restaurante, Hotel, Cafetería, Bar",N/A,N/A,Si,N/A,Si,Si,Si,N/A
